"","localid","sessionNums","queryType","questNum","pos","ttr","numTries","clipNum","clipName"
"39667","SSI_1160266875",381,2,15,208,"212",0,5560,"1069_IEO_HAP_MD"
"39671","SSI_1160266875",381,2,16,212,"525",0,110,"1002_IWW_NEU_XX"
"39675","SSI_1160266875",381,2,17,216,"1259",0,2074,"1026_MTI_SAD_XX"
"39679","SSI_1160266875",381,2,18,220,"1086",0,3568,"1044_DFA_SAD_XX"
"39683","SSI_1160266875",381,2,19,224,"1319",0,6805,"1084_TIE_SAD_XX"
"39687","SSI_1160266875",381,2,20,228,"1677",0,6307,"1078_IEO_FEA_HI"
"39691","SSI_1160266875",381,2,21,232,"1560",0,2572,"1032_IWL_SAD_XX"
"39695","SSI_1160266875",381,2,22,236,"921",0,1825,"1023_TAI_DIS_XX"
"39699","SSI_1160266875",381,2,23,240,"813",0,4315,"1053_ITS_DIS_XX"
"39703","SSI_1160266875",381,2,24,244,"899",0,1106,"1014_ITH_NEU_XX"
"39707","SSI_1160266875",381,2,25,248,"1055",0,359,"1005_IWW_ANG_XX"
"39711","SSI_1160266875",381,2,26,252,"3392",0,3817,"1047_DFA_DIS_XX"
"39715","SSI_1160266875",381,2,27,256,"755",0,7303,"1090_IOM_SAD_XX"
"39719","SSI_1160266875",381,2,28,260,"530",0,5311,"1065_WSI_DIS_XX"
"39723","SSI_1160266875",381,2,29,264,"739",0,4066,"1050_ITS_SAD_XX"
"39727","SSI_1160266875",381,2,30,268,"530",0,857,"1011_IWL_ANG_XX"
"39731","SSI_1160266875",381,2,31,272,"1877",0,1576,"1020_TAI_SAD_XX"
"39735","SSI_1160266875",381,2,32,276,"619",0,6058,"1075_IEO_ANG_MD"
"39739","SSI_1160266875",381,2,33,280,"565",0,7054,"1087_TIE_DIS_XX"
"39743","SSI_1160266875",381,3,91,284,"1083",0,7443,"ANG_HI_practice"
"39747","SSI_1160266875",381,3,92,288,"2053",0,7444,"SAD_MD_practice"
"39751","SSI_1160266875",381,3,1,292,"4597",0,1853,"1023_ITS_ANG_XX"
"39755","SSI_1160266875",381,3,2,296,"758",0,3347,"1042_IEO_HAP_HI"
"39759","SSI_1160266875",381,3,3,300,"994",0,6335,"1078_MTI_NEU_XX"
"39763","SSI_1160266875",381,3,4,304,"607",0,636,"1008_DFA_FEA_XX"
"39767","SSI_1160266875",381,3,5,308,"998",0,5090,"1063_IOM_SAD_XX"
"39771","SSI_1160266875",381,3,6,312,"655",0,387,"1005_DFA_HAP_XX"
"39775","SSI_1160266875",381,3,7,316,"1578",0,2600,"1032_WSI_NEU_XX"
"39779","SSI_1160266875",381,3,8,320,"1487",0,3596,"1045_IEO_SAD_HI"
"39783","SSI_1160266875",381,3,9,324,"421",0,5837,"1072_IWW_DIS_XX"
"39787","SSI_1160266875",381,3,10,328,"882",0,1134,"1014_WSI_FEA_XX"
"39791","SSI_1160266875",381,3,11,332,"1136",0,4094,"1051_IEO_FEA_HI"
"39795","SSI_1160266875",381,3,12,336,"587",0,3347,"1042_IEO_HAP_HI"
"39799","SSI_1160266875",381,3,13,340,"517",0,885,"1011_WSI_HAP_XX"
"39803","SSI_1160266875",381,3,14,344,"277",0,6833,"1084_IWL_NEU_XX"
"39807","SSI_1160266875",381,3,15,348,"578",0,3098,"1039_IEO_NEU_XX"
"39811","SSI_1160266875",381,3,16,352,"948",0,7082,"1087_IWL_ANG_XX"
"39815","SSI_1160266875",381,3,17,356,"1668",0,6086,"1075_TAI_SAD_XX"
"39819","SSI_1160266875",381,3,18,360,"787",0,2351,"1029_TSI_ANG_XX"
"39823","SSI_1160266875",381,3,19,364,"3258",0,636,"1008_DFA_FEA_XX"
"39827","SSI_1160266875",381,3,21,368,"482",0,3845,"1048_IEO_ANG_HI"
"39831","SSI_1160266875",381,3,20,372,"734",0,1604,"1020_ITS_NEU_XX"
"39835","SSI_1160266875",381,3,22,376,"379",0,4343,"1054_IEO_DIS_HI"
"39839","SSI_1160266875",381,3,23,380,"781",0,138,"1002_ITH_FEA_XX"
"39843","SSI_1160266875",381,3,24,384,"603",0,6584,"1081_MTI_ANG_XX"
"39847","SSI_1160266875",381,3,25,388,"821",0,7331,"1090_ITH_NEU_XX"
"39851","SSI_1160266875",381,3,26,392,"658",0,1383,"1018_IEO_HAP_LO"
"39855","SSI_1160266875",381,3,27,396,"704",0,5588,"1069_IWW_SAD_XX"
"39859","SSI_1160266875",381,3,28,400,"1396",0,3596,"1045_IEO_SAD_HI"
"39863","SSI_1160266875",381,3,29,404,"1074",0,2849,"1035_WSI_ANG_XX"
"39867","SSI_1160266875",381,3,30,408,"549",0,4592,"1057_TIE_SAD_XX"
"39871","SSI_1160266875",381,3,31,412,"1489",0,4841,"1060_TIE_DIS_XX"
"39872","SSI_1160266875",381,3,31,413,"4721",1,4841,"1060_TIE_DIS_XX"
"39876","SSI_1160266875",381,3,32,417,"1586",0,2102,"1026_TSI_NEU_XX"
"39880","SSI_1160266875",381,3,33,421,"1535",0,5339,"1066_IOM_DIS_XX"
"39885","SSI_1160267491",382,1,91,4,"1939",0,7443,"ANG_HI_practice"
"39889","SSI_1160267491",382,1,92,8,"3762",0,7444,"SAD_MD_practice"
"39893","SSI_1160267491",382,1,1,12,"3633",0,6109,"1075_DFA_HAP_XX"
"39897","SSI_1160267491",382,1,2,16,"2074",0,3121,"1039_IOM_HAP_XX"
"39901","SSI_1160267491",382,1,3,20,"1318",0,410,"1006_IEO_NEU_XX"
"39905","SSI_1160267491",382,1,4,24,"1611",0,4117,"1051_TAI_HAP_XX"
"39909","SSI_1160267491",382,1,5,28,"5812",0,6607,"1081_ITS_SAD_XX"
"39913","SSI_1160267491",382,1,6,32,"2144",0,2623,"1033_TIE_HAP_XX"
"39917","SSI_1160267491",382,1,7,36,"5005",0,5362,"1066_IWL_FEA_XX"
"39921","SSI_1160267491",382,1,8,40,"3893",0,1157,"1015_TIE_DIS_XX"
"39925","SSI_1160267491",382,1,9,44,"7547",0,908,"1012_TIE_SAD_XX"
"39929","SSI_1160267491",382,1,10,48,"1293",0,659,"1009_IEO_ANG_HI"
"39933","SSI_1160267491",382,1,11,52,"4492",0,3619,"1045_IWW_HAP_XX"
"39937","SSI_1160267491",382,1,12,56,"21263",0,4615,"1057_MTI_HAP_XX"
"39941","SSI_1160267491",382,1,13,60,"1020",0,2872,"1036_TIE_FEA_XX"
"39945","SSI_1160267491",382,1,14,64,"4479",0,5113,"1063_IWL_HAP_XX"
"39949","SSI_1160267491",382,1,15,68,"11716",0,1876,"1024_IEO_ANG_MD"
"39953","SSI_1160267491",382,1,16,72,"2600",0,5611,"1069_ITH_HAP_XX"
"39957","SSI_1160267491",382,1,17,76,"1494",0,5362,"1066_IWL_FEA_XX"
"39961","SSI_1160267491",382,1,18,80,"5034",0,3370,"1042_IOM_FEA_XX"
"39965","SSI_1160267491",382,1,19,84,"1213",0,161,"1002_WSI_ANG_XX"
"39969","SSI_1160267491",382,1,20,88,"1007",0,2125,"1027_IEO_FEA_MD"
"39973","SSI_1160267491",382,1,21,92,"972",0,6358,"1078_DFA_DIS_XX"
"39974","SSI_1160267491",382,1,21,93,"5251",1,6358,"1078_DFA_DIS_XX"
"39978","SSI_1160267491",382,1,22,97,"995",0,4864,"1060_MTI_FEA_XX"
"39982","SSI_1160267491",382,1,23,101,"108",0,410,"1006_IEO_NEU_XX"
"39986","SSI_1160267491",382,1,24,105,"1125",0,6856,"1084_ITS_DIS_XX"
"39990","SSI_1160267491",382,1,25,109,"334",0,659,"1009_IEO_ANG_HI"
"39991","SSI_1160267491",382,1,25,110,"2768",1,659,"1009_IEO_ANG_HI"
"39995","SSI_1160267491",382,1,26,114,"2101",0,1627,"1021_IEO_SAD_MD"
"39999","SSI_1160267491",382,1,27,118,"518",0,1406,"1018_IOM_SAD_XX"
"40003","SSI_1160267491",382,1,28,122,"1898",0,7354,"1090_TSI_DIS_XX"
"40007","SSI_1160267491",382,1,29,126,"1711",0,4366,"1054_TAI_FEA_XX"
"40011","SSI_1160267491",382,1,30,130,"956",0,7105,"1087_TSI_SAD_XX"
"40015","SSI_1160267491",382,1,31,134,"2236",0,3868,"1048_IWW_FEA_XX"
"40019","SSI_1160267491",382,1,32,138,"1251",0,2374,"1030_IEO_DIS_MD"
"40023","SSI_1160267491",382,1,33,142,"1301",0,5860,"1072_ITH_FEA_XX"
"40027","SSI_1160267491",382,2,91,146,"1235",0,7443,"ANG_HI_practice"
"40031","SSI_1160267491",382,2,92,150,"904",0,7444,"SAD_MD_practice"
"40035","SSI_1160267491",382,2,1,154,"1308",0,1904,"1024_TAI_SAD_XX"
"40039","SSI_1160267491",382,2,2,158,"950",0,6884,"1085_IEO_DIS_HI"
"40043","SSI_1160267491",382,2,3,162,"982",0,1434,"1018_ITH_NEU_XX"
"40047","SSI_1160267491",382,2,4,166,"1360",0,3398,"1042_ITH_SAD_XX"
"40051","SSI_1160267491",382,2,5,170,"1966",0,1655,"1021_IWW_DIS_XX"
"40055","SSI_1160267491",382,2,6,174,"2954",0,5390,"1066_WSI_SAD_XX"
"40059","SSI_1160267491",382,2,7,178,"1230",0,4145,"1051_DFA_DIS_XX"
"40063","SSI_1160267491",382,2,8,182,"1250",0,5141,"1063_TSI_DIS_XX"
"40067","SSI_1160267491",382,2,9,186,"1024",0,2153,"1027_TAI_DIS_XX"
"40071","SSI_1160267491",382,2,10,190,"726",0,3647,"1045_ITH_DIS_XX"
"40075","SSI_1160267491",382,2,11,194,"1195",0,5888,"1073_IEO_HAP_MD"
"40079","SSI_1160267491",382,2,12,198,"1255",0,2402,"1030_MTI_SAD_XX"
"40083","SSI_1160267491",382,2,13,202,"734",0,687,"1009_TAI_ANG_XX"
"40084","SSI_1160267491",382,2,13,203,"3167",1,687,"1009_TAI_ANG_XX"
"40088","SSI_1160267491",382,2,14,207,"7247",0,4643,"1057_ITS_DIS_XX"
"40092","SSI_1160267491",382,2,15,211,"1722",0,7382,"1091_TIE_DIS_XX"
"40093","SSI_1160267491",382,2,15,212,"7200",1,7382,"1091_TIE_DIS_XX"
"40097","SSI_1160267491",382,2,16,216,"1042",0,7133,"1088_TIE_SAD_XX"
"40101","SSI_1160267491",382,2,17,220,"824",0,6884,"1085_IEO_DIS_HI"
"40105","SSI_1160267491",382,2,18,224,"2038",0,5639,"1069_WSI_DIS_XX"
"40109","SSI_1160267491",382,2,19,228,"4212",0,3896,"1048_DFA_SAD_XX"
"40113","SSI_1160267491",382,2,20,232,"2557",0,3647,"1045_ITH_DIS_XX"
"40117","SSI_1160267491",382,2,21,236,"1268",0,189,"1003_IOM_ANG_XX"
"40121","SSI_1160267491",382,2,22,240,"1860",0,4892,"1060_TSI_SAD_XX"
"40125","SSI_1160267491",382,2,23,244,"1300",0,438,"1006_IWW_NEU_XX"
"40129","SSI_1160267491",382,2,24,248,"1085",0,4394,"1054_ITS_SAD_XX"
"40133","SSI_1160267491",382,2,25,252,"801",0,2900,"1036_IWL_SAD_XX"
"40137","SSI_1160267491",382,2,26,256,"1432",0,5390,"1066_WSI_SAD_XX"
"40141","SSI_1160267491",382,2,27,260,"746",0,3149,"1039_IWL_DIS_XX"
"40145","SSI_1160267491",382,2,28,264,"1944",0,2651,"1033_MTI_DIS_XX"
"40149","SSI_1160267491",382,2,29,268,"1566",0,6386,"1079_IEO_ANG_HI"
"40150","SSI_1160267491",382,2,29,269,"4130",1,6386,"1079_IEO_ANG_HI"
"40154","SSI_1160267491",382,2,30,273,"761",0,6635,"1082_IEO_FEA_HI"
"40158","SSI_1160267491",382,2,31,277,"1056",0,936,"1012_IWL_NEU_XX"
"40162","SSI_1160267491",382,2,32,281,"1219",0,6137,"1076_IEO_SAD_MD"
"40166","SSI_1160267491",382,2,33,285,"1557",0,1185,"1015_IWL_ANG_XX"
"40170","SSI_1160267491",382,3,91,289,"1023",0,7443,"ANG_HI_practice"
"40174","SSI_1160267491",382,3,92,293,"764",0,7444,"SAD_MD_practice"
"40178","SSI_1160267491",382,3,1,297,"2221",0,3924,"1049_IEO_SAD_HI"
"40182","SSI_1160267491",382,3,2,301,"728",0,3675,"1046_IEO_HAP_HI"
"40186","SSI_1160267491",382,3,3,305,"1078",0,5916,"1073_IWW_SAD_XX"
"40190","SSI_1160267491",382,3,4,309,"3081",0,5418,"1067_IOM_SAD_XX"
"40194","SSI_1160267491",382,3,5,313,"884",0,4173,"1052_IEO_ANG_HI"
"40198","SSI_1160267491",382,3,6,317,"852",0,4671,"1058_IEO_DIS_HI"
"40202","SSI_1160267491",382,3,7,321,"1144",0,2181,"1027_ITS_ANG_XX"
"40206","SSI_1160267491",382,3,8,325,"687",0,3177,"1039_WSI_ANG_XX"
"40210","SSI_1160267491",382,3,9,329,"1126",0,2679,"1033_TSI_ANG_XX"
"40214","SSI_1160267491",382,3,10,333,"719",0,715,"1009_TSI_HAP_XX"
"40218","SSI_1160267491",382,3,11,337,"1690",0,6414,"1079_TAI_ANG_XX"
"40222","SSI_1160267491",382,3,12,341,"788",0,3675,"1046_IEO_HAP_HI"
"40226","SSI_1160267491",382,3,13,345,"1156",0,466,"1006_ITH_FEA_XX"
"40230","SSI_1160267491",382,3,14,349,"693",0,7161,"1088_IWL_NEU_XX"
"40234","SSI_1160267491",382,3,15,353,"15432",0,1932,"1024_ITS_NEU_XX"
"40238","SSI_1160267491",382,3,16,357,"1111",0,1213,"1015_WSI_HAP_XX"
"40242","SSI_1160267491",382,3,17,361,"1156",0,3426,"1043_IEO_NEU_XX"
"40246","SSI_1160267491",382,3,18,365,"1341",0,4422,"1055_IEO_FEA_HI"
"40250","SSI_1160267491",382,3,19,369,"1707",0,5418,"1067_IOM_SAD_XX"
"40254","SSI_1160267491",382,3,20,373,"642",0,6165,"1076_IWW_DIS_XX"
"40258","SSI_1160267491",382,3,21,377,"436",0,7410,"1091_IWL_ANG_XX"
"40262","SSI_1160267491",382,3,22,381,"2449",0,2430,"1030_TSI_NEU_XX"
"40266","SSI_1160267491",382,3,23,385,"538",0,1683,"1021_DFA_ANG_XX"
"40270","SSI_1160267491",382,3,24,389,"1068",0,6663,"1082_MTI_NEU_XX"
"40274","SSI_1160267491",382,3,25,393,"2552",0,4920,"1061_TIE_SAD_XX"
"40278","SSI_1160267491",382,3,26,397,"657",0,5667,"1070_IOM_DIS_XX"
"40282","SSI_1160267491",382,3,27,401,"1842",0,5169,"1064_TIE_DIS_XX"
"40286","SSI_1160267491",382,3,28,405,"644",0,3177,"1039_WSI_ANG_XX"
"40290","SSI_1160267491",382,3,29,409,"1437",0,2928,"1036_WSI_NEU_XX"
"40294","SSI_1160267491",382,3,30,413,"483",0,6912,"1085_MTI_ANG_XX"
"40298","SSI_1160267491",382,3,31,417,"649",0,964,"1012_TSI_FEA_XX"
"40302","SSI_1160267491",382,3,32,421,"497",0,217,"1003_ITH_HAP_XX"
"40306","SSI_1160267491",382,3,33,425,"1643",0,1462,"1018_WSI_FEA_XX"
"40316","SSI_1160269112",388,1,91,4,"1926",0,7443,"ANG_HI_practice"
"40320","SSI_1160269112",388,1,92,8,"1741",0,7444,"SAD_MD_practice"
"40324","SSI_1160269112",388,1,1,12,"11197",0,6104,"1075_ITH_SAD_XX"
"40328","SSI_1160269112",388,1,2,16,"746",0,2369,"1030_IEO_ANG_HI"
"40332","SSI_1160269112",388,1,3,20,"4177",0,654,"1009_IEO_SAD_LO"
"40336","SSI_1160269112",388,1,4,24,"4238",0,1622,"1021_IEO_NEU_XX"
"40340","SSI_1160269112",388,1,5,28,"3933",0,4112,"1051_IWW_SAD_XX"
"40344","SSI_1160269112",388,1,6,32,"2248",0,5108,"1063_MTI_SAD_XX"
"40348","SSI_1160269112",388,1,7,36,"5405",0,156,"1002_TSI_FEA_XX"
"40352","SSI_1160269112",388,1,8,40,"3831",0,1871,"1024_IEO_HAP_HI"
"40356","SSI_1160269112",388,1,9,44,"803",0,2618,"1033_IEO_FEA_HI"
"40360","SSI_1160269112",388,1,10,48,"3600",0,4361,"1054_IWW_DIS_XX"
"40364","SSI_1160269112",388,1,11,52,"2524",0,4610,"1057_TAI_SAD_XX"
"40368","SSI_1160269112",388,1,12,56,"3317",0,5855,"1072_IWL_DIS_XX"
"40372","SSI_1160269112",388,1,13,60,"1967",0,5357,"1066_MTI_DIS_XX"
"40376","SSI_1160269112",388,1,14,64,"21878",0,2120,"1027_IEO_SAD_HI"
"40380","SSI_1160269112",388,1,15,68,"2343",0,3863,"1048_IOM_DIS_XX"
"40384","SSI_1160269112",388,1,16,72,"1608",0,6602,"1081_DFA_ANG_XX"
"40388","SSI_1160269112",388,1,17,76,"927",0,156,"1002_TSI_FEA_XX"
"40392","SSI_1160269112",388,1,18,80,"1639",0,2867,"1036_IEO_DIS_HI"
"40396","SSI_1160269112",388,1,19,84,"4446",0,5606,"1069_IWL_SAD_XX"
"40400","SSI_1160269112",388,1,20,88,"32778",0,7349,"1090_TSI_NEU_XX"
"40404","SSI_1160269112",388,1,21,92,"1270",0,3614,"1045_IOM_SAD_XX"
"40408","SSI_1160269112",388,1,22,96,"1913",0,7100,"1087_ITS_ANG_XX"
"40412","SSI_1160269112",388,1,23,100,"1053",0,654,"1009_IEO_SAD_LO"
"40416","SSI_1160269112",388,1,24,104,"1076",0,3116,"1039_TIE_SAD_XX"
"40420","SSI_1160269112",388,1,25,108,"1460",0,4361,"1054_IWW_DIS_XX"
"40424","SSI_1160269112",388,1,26,112,"1589",0,405,"1005_WSI_HAP_XX"
"40428","SSI_1160269112",388,1,27,116,"1115",0,6353,"1078_DFA_NEU_XX"
"40432","SSI_1160269112",388,1,28,120,"1988",0,6851,"1084_ITS_NEU_XX"
"40436","SSI_1160269112",388,1,29,124,"408962",0,4859,"1060_TAI_DIS_XX"
"40440","SSI_1160269112",388,1,30,128,"4808",0,903,"1012_IEO_DIS_LO"
"40444","SSI_1160269112",388,1,31,132,"1383",0,1152,"1015_TIE_NEU_XX"
"40448","SSI_1160269112",388,1,32,136,"2127",0,1401,"1018_TIE_ANG_XX"
"40452","SSI_1160269112",388,1,33,140,"5952",0,3365,"1042_TIE_DIS_XX"
"40456","SSI_1160269112",388,2,91,144,"4474",0,7443,"ANG_HI_practice"
"40460","SSI_1160269112",388,2,92,148,"1388",0,7444,"SAD_MD_practice"
"40464","SSI_1160269112",388,2,1,152,"4332",0,7128,"1088_IEO_DIS_LO"
"40468","SSI_1160269112",388,2,2,156,"2604",0,3393,"1042_IWL_ANG_XX"
"40472","SSI_1160269112",388,2,3,160,"45110",0,6381,"1079_IEO_SAD_LO"
"40476","SSI_1160269112",388,2,4,164,"1687",0,682,"1009_IWW_FEA_XX"
"40480","SSI_1160269112",388,2,5,168,"1215",0,3891,"1048_ITH_ANG_XX"
"40484","SSI_1160269112",388,2,6,172,"2306",0,4389,"1054_DFA_ANG_XX"
"40488","SSI_1160269112",388,2,7,176,"966",0,931,"1012_MTI_HAP_XX"
"40492","SSI_1160269112",388,2,8,180,"2206",0,1180,"1015_MTI_FEA_XX"
"40496","SSI_1160269112",388,2,9,184,"2839",0,3144,"1039_IWL_NEU_XX"
"40500","SSI_1160269112",388,2,10,188,"15070",0,6879,"1085_IEO_FEA_LO"
"40504","SSI_1160269112",388,2,11,192,"2042",0,6132,"1076_IEO_NEU_XX"
"40508","SSI_1160269112",388,2,12,196,"1202",0,5385,"1066_TSI_ANG_XX"
"40512","SSI_1160269112",388,2,13,200,"1225",0,2895,"1036_MTI_ANG_XX"
"40516","SSI_1160269112",388,2,14,204,"2428",0,2646,"1033_MTI_NEU_XX"
"40520","SSI_1160269112",388,2,15,208,"1348",0,4887,"1060_ITS_ANG_XX"
"40524","SSI_1160269112",388,2,16,212,"2141",0,5883,"1072_WSI_ANG_XX"
"40528","SSI_1160269112",388,2,17,216,"1176",0,3393,"1042_IWL_ANG_XX"
"40532","SSI_1160269112",388,2,18,220,"1434",0,7377,"1091_TIE_NEU_XX"
"40536","SSI_1160269112",388,2,19,224,"1020",0,2397,"1030_TAI_ANG_XX"
"40540","SSI_1160269112",388,2,20,228,"21224",0,6879,"1085_IEO_FEA_LO"
"40544","SSI_1160269112",388,2,21,232,"5855",0,6630,"1082_IEO_ANG_LO"
"40548","SSI_1160269112",388,2,22,236,"2187",0,1650,"1021_IWW_NEU_XX"
"40552","SSI_1160269112",388,2,23,240,"5846",0,433,"1006_IOM_HAP_XX"
"40556","SSI_1160269112",388,2,25,244,"1732",0,2148,"1027_TAI_NEU_XX"
"40560","SSI_1160269112",388,2,26,248,"1159",0,4389,"1054_DFA_ANG_XX"
"40564","SSI_1160269112",388,2,27,252,"1462",0,5634,"1069_WSI_NEU_XX"
"40568","SSI_1160269112",388,2,28,256,"35590",0,184,"1003_TIE_FEA_XX"
"40572","SSI_1160269112",388,2,29,260,"12953",0,4140,"1051_DFA_NEU_XX"
"40576","SSI_1160269112",388,2,30,264,"5339",0,5136,"1063_TSI_NEU_XX"
"40580","SSI_1160269112",388,2,31,268,"2855",0,4638,"1057_ITS_NEU_XX"
"40584","SSI_1160269112",388,2,32,272,"1586",0,1429,"1018_IWL_HAP_XX"
"40588","SSI_1160269112",388,2,33,276,"1144",0,1899,"1024_IWW_ANG_XX"
"40592","SSI_1160269112",388,3,91,280,"2262",0,7443,"ANG_HI_practice"
"40596","SSI_1160269112",388,3,92,284,"1735",0,7444,"SAD_MD_practice"
"40600","SSI_1160269112",388,3,1,288,"1120",0,1678,"1021_ITH_FEA_XX"
"40604","SSI_1160269112",388,3,2,292,"2591",0,4666,"1058_IEO_FEA_LO"
"40608","SSI_1160269112",388,3,3,296,"2338",0,1208,"1015_TSI_SAD_XX"
"40612","SSI_1160269112",388,3,4,300,"1548",0,710,"1009_ITS_SAD_XX"
"40616","SSI_1160269112",388,3,5,304,"1144",0,2425,"1030_ITS_HAP_XX"
"40620","SSI_1160269112",388,3,6,308,"2067",0,4915,"1061_IEO_DIS_LO"
"40624","SSI_1160269112",388,3,7,312,"1135",0,6658,"1082_TAI_HAP_XX"
"40628","SSI_1160269112",388,3,8,316,"19089",0,3670,"1045_WSI_FEA_XX"
"40632","SSI_1160269112",388,3,9,320,"1865",0,6409,"1079_IWW_FEA_XX"
"40636","SSI_1160269112",388,3,10,324,"1251",0,959,"1012_ITS_DIS_XX"
"40640","SSI_1160269112",388,3,11,328,"903",0,2176,"1027_DFA_FEA_XX"
"40644","SSI_1160269112",388,3,12,332,"1088",0,4666,"1058_IEO_FEA_LO"
"40648","SSI_1160269112",388,3,13,336,"2233",0,1927,"1024_DFA_HAP_XX"
"40652","SSI_1160269112",388,3,14,340,"5112",0,6907,"1085_TAI_FEA_XX"
"40656","SSI_1160269112",388,3,15,344,"1084",0,2674,"1033_ITS_FEA_XX"
"40657","SSI_1160269112",388,3,15,345,"6141",1,2674,"1033_ITS_FEA_XX"
"40661","SSI_1160269112",388,3,16,349,"440736",0,6160,"1076_IWW_NEU_XX"
"40665","SSI_1160269112",388,3,17,353,"24876",0,4417,"1055_IEO_ANG_LO"
"40669","SSI_1160269112",388,3,19,357,"66644",0,710,"1009_ITS_SAD_XX"
"40673","SSI_1160269112",388,3,20,361,"4874",0,3172,"1039_TSI_FEA_XX"
"40677","SSI_1160269112",388,3,21,365,"1063",0,7405,"1091_MTI_FEA_XX"
"40681","SSI_1160269112",388,3,22,369,"1559",0,4168,"1052_IEO_SAD_LO"
"40685","SSI_1160269112",388,3,23,373,"4256",0,5911,"1073_IOM_ANG_XX"
"40689","SSI_1160269112",388,3,24,377,"119914",0,7156,"1088_MTI_HAP_XX"
"40693","SSI_1160269112",388,3,25,381,"4085",0,3421,"1042_WSI_HAP_XX"
"40697","SSI_1160269112",388,3,26,385,"1109",0,1457,"1018_TSI_DIS_XX"
"40701","SSI_1160269112",388,3,27,389,"24411",0,2923,"1036_TSI_HAP_XX"
"40705","SSI_1160269112",388,3,28,393,"4773",0,3670,"1045_WSI_FEA_XX"
"40709","SSI_1160269112",388,3,29,397,"5179",0,461,"1006_IWL_DIS_XX"
"40713","SSI_1160269112",388,3,30,401,"28445",0,5164,"1064_TIE_NEU_XX"
"40717","SSI_1160269112",388,3,31,405,"3806",0,3919,"1049_IEO_HAP_LO"
"40721","SSI_1160269112",388,3,32,409,"1512",0,5413,"1067_TIE_ANG_XX"
"40725","SSI_1160269112",388,3,33,413,"41672",0,212,"1003_IWL_SAD_XX"
"40730","SSI_1160269250",389,1,91,4,"839",0,7443,"ANG_HI_practice"
"40734","SSI_1160269250",389,1,92,8,"7766",0,7444,"SAD_MD_practice"
"40738","SSI_1160269250",389,1,1,12,"2885",0,2391,"1030_IWW_ANG_XX"
"40742","SSI_1160269250",389,1,2,16,"3211",0,2640,"1033_TAI_NEU_XX"
"40746","SSI_1160269250",389,1,3,20,"12551",0,6126,"1075_WSI_NEU_XX"
"40750","SSI_1160269250",389,1,4,24,"3879",0,7122,"1088_IEO_ANG_LO"
"40754","SSI_1160269250",389,1,5,28,"1001",0,1893,"1024_IOM_ANG_XX"
"40758","SSI_1160269250",389,1,6,32,"3292",0,925,"1012_TAI_HAP_XX"
"40762","SSI_1160269250",389,1,7,36,"1738",0,1423,"1018_MTI_HAP_XX"
"40766","SSI_1160269250",389,1,8,40,"2970",0,1174,"1015_TAI_FEA_XX"
"40770","SSI_1160269250",389,1,9,44,"2813",0,5379,"1066_ITS_ANG_XX"
"40771","SSI_1160269250",389,1,9,45,"6211",1,5379,"1066_ITS_ANG_XX"
"40775","SSI_1160269250",389,1,10,49,"510",0,178,"1003_IEO_DIS_MD"
"40779","SSI_1160269250",389,1,11,53,"1574",0,2889,"1036_TAI_ANG_XX"
"40783","SSI_1160269250",389,1,12,57,"1281",0,2142,"1027_IWW_NEU_XX"
"40787","SSI_1160269250",389,1,13,61,"721",0,4881,"1060_DFA_ANG_XX"
"40791","SSI_1160269250",389,1,14,65,"2320",0,6873,"1085_IEO_SAD_LO"
"40795","SSI_1160269250",389,1,15,69,"420",0,5877,"1072_TSI_ANG_XX"
"40799","SSI_1160269250",389,1,16,73,"793",0,427,"1006_TIE_HAP_XX"
"40803","SSI_1160269250",389,1,17,77,"472",0,1423,"1018_MTI_HAP_XX"
"40807","SSI_1160269250",389,1,18,81,"2364",0,4632,"1057_DFA_NEU_XX"
"40811","SSI_1160269250",389,1,19,85,"850",0,3885,"1048_IWL_ANG_XX"
"40815","SSI_1160269250",389,1,20,89,"1553",0,3387,"1042_MTI_ANG_XX"
"40819","SSI_1160269250",389,1,21,93,"1058",0,3138,"1039_MTI_NEU_XX"
"40823","SSI_1160269250",389,1,22,97,"1446",0,4383,"1054_ITH_ANG_XX"
"40827","SSI_1160269250",389,1,23,101,"1147",0,6126,"1075_WSI_NEU_XX"
"40831","SSI_1160269250",389,1,24,105,"2076",0,676,"1009_IOM_FEA_XX"
"40835","SSI_1160269250",389,1,25,109,"283",0,178,"1003_IEO_DIS_MD"
"40839","SSI_1160269250",389,1,26,113,"482",0,6624,"1082_IEO_HAP_LO"
"40843","SSI_1160269250",389,1,27,117,"4085",0,6375,"1078_WSI_FEA_XX"
"40847","SSI_1160269250",389,1,28,121,"2169",0,4134,"1051_ITH_NEU_XX"
"40851","SSI_1160269250",389,1,29,125,"3812",0,1644,"1021_IOM_NEU_XX"
"40855","SSI_1160269250",389,1,30,129,"1303",0,3636,"1045_IWL_NEU_XX"
"40859","SSI_1160269250",389,1,31,133,"343",0,5628,"1069_TSI_NEU_XX"
"40863","SSI_1160269250",389,1,32,137,"2104116",0,7371,"1091_IEO_FEA_LO"
"40867","SSI_1160269250",389,1,33,141,"29589490",0,5130,"1063_ITS_NEU_XX"
"40871","SSI_1160269250",389,2,91,145,"3142",0,7443,"ANG_HI_practice"
"40875","SSI_1160269250",389,2,92,149,"826",0,7444,"SAD_MD_practice"
